"","TreeLocationID","Column","Row","Latitude","Longitude","HillTop","Slope","Valley","ElevationFt","OrchardMixtureID"
"1623",1623,"M",87,NA,NA,0,0,0,NA,1
"1624",1624,"M",88,NA,NA,0,0,0,NA,1
"1625",1625,"M",89,NA,NA,0,0,0,NA,1
"1626",1626,"M",90,NA,NA,0,0,0,NA,1
"1627",1627,"M",91,NA,NA,0,0,0,NA,1
"1628",1628,"M",92,NA,NA,0,0,0,NA,1
"1629",1629,"M",93,NA,NA,0,0,0,NA,1
"1630",1630,"M",94,NA,NA,0,0,0,NA,1
"1631",1631,"M",95,NA,NA,0,0,0,NA,1
"1632",1632,"M",96,NA,NA,0,0,0,NA,1
"1633",1633,"M",97,NA,NA,0,0,0,NA,1
"1634",1634,"M",98,NA,NA,0,0,0,NA,1
"1635",1635,"M",99,NA,NA,0,0,0,NA,1
"1636",1636,"M",100,NA,NA,0,0,0,NA,1
"1637",1637,"M",101,NA,NA,0,0,0,NA,1
"1638",1638,"M",102,NA,NA,0,0,0,NA,1
"1639",1639,"M",103,NA,NA,0,0,0,NA,1
"1640",1640,"M",104,NA,NA,0,0,0,NA,1
"1641",1641,"M",105,NA,NA,0,0,0,NA,1
"1642",1642,"M",106,NA,NA,0,0,0,NA,1
"1643",1643,"M",107,NA,NA,0,0,0,NA,1
"1644",1644,"M",108,NA,NA,0,0,0,NA,1
"1645",1645,"M",109,NA,NA,0,0,0,NA,1
"1646",1646,"M",110,NA,NA,0,0,0,NA,1
"1647",1647,"M",111,NA,NA,0,0,0,NA,1
"1648",1648,"M",112,NA,NA,0,0,0,NA,1
"1649",1649,"M",113,NA,NA,0,0,0,NA,1
"1650",1650,"M",114,NA,NA,0,0,0,NA,1
"1651",1651,"M",115,NA,NA,0,0,0,NA,1
"1652",1652,"M",116,NA,NA,0,0,0,NA,1
"1653",1653,"M",117,NA,NA,0,0,0,NA,1
"1654",1654,"M",118,NA,NA,0,0,0,NA,1
"1655",1655,"M",119,NA,NA,0,0,0,NA,1
"1656",1656,"M",120,NA,NA,0,0,0,NA,1
"1657",1657,"M",121,NA,NA,0,0,0,NA,1
"1658",1658,"M",122,NA,NA,0,0,0,NA,1
"1659",1659,"M",123,NA,NA,0,0,0,NA,1
"1660",1660,"M",124,NA,NA,0,0,0,NA,1
"1661",1661,"M",125,NA,NA,0,0,0,NA,1
"1662",1662,"M",126,NA,NA,0,0,0,NA,1
"1663",1663,"M",127,NA,NA,0,0,0,NA,1
"1664",1664,"M",128,NA,NA,0,0,0,NA,1
"1665",1665,"N",1,NA,NA,0,0,0,NA,1
"1666",1666,"N",2,NA,NA,0,0,0,NA,1
"1667",1667,"N",3,NA,NA,0,0,0,NA,1
"1668",1668,"N",4,NA,NA,0,0,0,NA,1
"1669",1669,"N",5,NA,NA,0,0,0,NA,1
"1670",1670,"N",6,NA,NA,0,0,0,NA,1
"1671",1671,"N",7,NA,NA,0,0,0,NA,1
"1672",1672,"N",8,NA,NA,0,0,0,NA,1
"1673",1673,"N",9,NA,NA,0,0,0,NA,1
"1674",1674,"N",10,NA,NA,0,0,0,NA,1
"1675",1675,"N",11,NA,NA,0,0,0,NA,1
"1676",1676,"N",12,NA,NA,0,0,0,NA,1
"1677",1677,"N",13,NA,NA,0,0,0,NA,1
"1678",1678,"N",14,NA,NA,0,0,0,NA,1
"1679",1679,"N",15,NA,NA,0,0,0,NA,1
"1680",1680,"N",16,NA,NA,0,0,0,NA,1
"1681",1681,"N",17,NA,NA,0,0,0,NA,1
"1682",1682,"N",18,NA,NA,0,0,0,NA,1
"1683",1683,"N",19,NA,NA,0,0,0,NA,1
"1684",1684,"N",20,NA,NA,0,0,0,NA,1
"1685",1685,"N",21,NA,NA,0,0,0,NA,1
"1686",1686,"N",22,NA,NA,0,0,0,NA,1
"1687",1687,"N",23,NA,NA,0,0,0,NA,1
"1688",1688,"N",24,NA,NA,0,0,0,NA,1
"1689",1689,"N",25,NA,NA,0,0,0,NA,1
"1690",1690,"N",26,NA,NA,0,0,0,NA,1
"1691",1691,"N",27,NA,NA,0,0,0,NA,1
"1692",1692,"N",28,NA,NA,0,0,0,NA,1
"1693",1693,"N",29,NA,NA,0,0,0,NA,1
"1694",1694,"N",30,NA,NA,0,0,0,NA,1
"1695",1695,"N",31,NA,NA,0,0,0,NA,1
"1696",1696,"N",32,NA,NA,0,0,0,NA,1
"1697",1697,"N",33,NA,NA,0,0,0,NA,1
"1698",1698,"N",34,NA,NA,0,0,0,NA,1
"1699",1699,"N",35,NA,NA,0,0,0,NA,1
"1700",1700,"N",36,NA,NA,0,0,0,NA,1
"1701",1701,"N",37,NA,NA,0,0,0,NA,1
"1702",1702,"N",38,NA,NA,0,0,0,NA,1
"1703",1703,"N",39,NA,NA,0,0,0,NA,1
"1704",1704,"N",40,NA,NA,0,0,0,NA,1
"1705",1705,"N",41,NA,NA,0,0,0,NA,1
"1706",1706,"N",42,NA,NA,0,0,0,NA,1
"1707",1707,"N",43,NA,NA,0,0,0,NA,1
"1708",1708,"N",44,NA,NA,0,0,0,NA,1
"1709",1709,"N",45,NA,NA,0,0,0,NA,1
"1710",1710,"N",46,NA,NA,0,0,0,NA,1
"1711",1711,"N",47,NA,NA,0,0,0,NA,1
"1712",1712,"N",48,NA,NA,0,0,0,NA,1
"1713",1713,"N",49,NA,NA,0,0,0,NA,1
"1714",1714,"N",50,NA,NA,0,0,0,NA,1
"1715",1715,"N",51,NA,NA,0,0,0,NA,1
"1716",1716,"N",52,NA,NA,0,0,0,NA,1
"1717",1717,"N",53,NA,NA,0,0,0,NA,1
"1718",1718,"N",54,NA,NA,0,0,0,NA,1
"1719",1719,"N",55,NA,NA,0,0,0,NA,1
"1720",1720,"N",56,NA,NA,0,0,0,NA,1
"1721",1721,"N",57,NA,NA,0,0,0,NA,1
"1722",1722,"N",58,NA,NA,0,0,0,NA,1
"1723",1723,"N",59,NA,NA,0,0,0,NA,1
"1724",1724,"N",60,NA,NA,0,0,0,NA,1
"1725",1725,"N",61,NA,NA,0,0,0,NA,1
"1726",1726,"N",62,NA,NA,0,0,0,NA,1
"1727",1727,"N",63,NA,NA,0,0,0,NA,1
"1728",1728,"N",64,NA,NA,0,0,0,NA,1
"1729",1729,"N",65,NA,NA,0,0,0,NA,1
"1730",1730,"N",66,NA,NA,0,0,0,NA,1
"1731",1731,"N",67,NA,NA,0,0,0,NA,1
"1732",1732,"N",68,NA,NA,0,0,0,NA,1
"1733",1733,"N",69,NA,NA,0,0,0,NA,1
"1734",1734,"N",70,NA,NA,0,0,0,NA,1
"1735",1735,"N",71,NA,NA,0,0,0,NA,1
"1736",1736,"N",72,NA,NA,0,0,0,NA,1
"1737",1737,"N",73,NA,NA,0,0,0,NA,1
"1738",1738,"N",74,NA,NA,0,0,0,NA,1
"1739",1739,"N",75,NA,NA,0,0,0,NA,1
"1740",1740,"N",76,NA,NA,0,0,0,NA,1
"1741",1741,"N",77,NA,NA,0,0,0,NA,1
"1742",1742,"N",78,NA,NA,0,0,0,NA,1
"1743",1743,"N",79,NA,NA,0,0,0,NA,1
"1744",1744,"N",80,NA,NA,0,0,0,NA,1
"1745",1745,"N",81,NA,NA,0,0,0,NA,1
"1746",1746,"N",82,NA,NA,0,0,0,NA,1
"1747",1747,"N",83,NA,NA,0,0,0,NA,1
"1748",1748,"N",84,NA,NA,0,0,0,NA,1
"1749",1749,"N",85,NA,NA,0,0,0,NA,1
"1750",1750,"N",86,NA,NA,0,0,0,NA,1
"1751",1751,"N",87,NA,NA,0,0,0,NA,1
"1752",1752,"N",88,NA,NA,0,0,0,NA,1
"1753",1753,"N",89,NA,NA,0,0,0,NA,1
"1754",1754,"N",90,NA,NA,0,0,0,NA,1
"1755",1755,"N",91,NA,NA,0,0,0,NA,1
"1756",1756,"N",92,NA,NA,0,0,0,NA,1
"1757",1757,"N",93,NA,NA,0,0,0,NA,1
"1758",1758,"N",94,NA,NA,0,0,0,NA,1
"1759",1759,"N",95,NA,NA,0,0,0,NA,1
"1760",1760,"N",96,NA,NA,0,0,0,NA,1
"1761",1761,"N",97,NA,NA,0,0,0,NA,1
"1762",1762,"N",98,NA,NA,0,0,0,NA,1
"1763",1763,"N",99,NA,NA,0,0,0,NA,1
"1764",1764,"N",100,NA,NA,0,0,0,NA,1
"1765",1765,"N",101,NA,NA,0,0,0,NA,1
"1766",1766,"N",102,NA,NA,0,0,0,NA,1
"1767",1767,"N",103,NA,NA,0,0,0,NA,1
"1768",1768,"N",104,NA,NA,0,0,0,NA,1
"1769",1769,"N",105,NA,NA,0,0,0,NA,1
"1770",1770,"N",106,NA,NA,0,0,0,NA,1
"1771",1771,"N",107,NA,NA,0,0,0,NA,1
"1772",1772,"N",108,NA,NA,0,0,0,NA,1
"1773",1773,"N",109,NA,NA,0,0,0,NA,1
"1774",1774,"N",110,NA,NA,0,0,0,NA,1
"1775",1775,"N",111,NA,NA,0,0,0,NA,1
"1776",1776,"N",112,NA,NA,0,0,0,NA,1
"1777",1777,"N",113,NA,NA,0,0,0,NA,1
"1778",1778,"N",114,NA,NA,0,0,0,NA,1
"1779",1779,"N",115,NA,NA,0,0,0,NA,1
"1780",1780,"N",116,NA,NA,0,0,0,NA,1
"1781",1781,"N",117,NA,NA,0,0,0,NA,1
"1782",1782,"N",118,NA,NA,0,0,0,NA,1
"1783",1783,"N",119,NA,NA,0,0,0,NA,1
"1784",1784,"N",120,NA,NA,0,0,0,NA,1
"1785",1785,"N",121,NA,NA,0,0,0,NA,1
"1786",1786,"N",122,NA,NA,0,0,0,NA,1
"1787",1787,"N",123,NA,NA,0,0,0,NA,1
"1788",1788,"N",124,NA,NA,0,0,0,NA,1
"1789",1789,"N",125,NA,NA,0,0,0,NA,1
"1790",1790,"N",126,NA,NA,0,0,0,NA,1
"1791",1791,"N",127,NA,NA,0,0,0,NA,1
"1792",1792,"N",128,NA,NA,0,0,0,NA,1
"1793",1793,"O",1,NA,NA,0,0,0,NA,1
"1794",1794,"O",2,NA,NA,0,0,0,NA,1
"1795",1795,"O",3,NA,NA,0,0,0,NA,1
"1796",1796,"O",4,NA,NA,0,0,0,NA,1
"1797",1797,"O",5,NA,NA,0,0,0,NA,1
"1798",1798,"O",6,NA,NA,0,0,0,NA,1
"1799",1799,"O",7,NA,NA,0,0,0,NA,1
"1800",1800,"O",8,NA,NA,0,0,0,NA,1
"1801",1801,"O",9,NA,NA,0,0,0,NA,1
"1802",1802,"O",10,NA,NA,0,0,0,NA,1
"1803",1803,"O",11,NA,NA,0,0,0,NA,1
"1804",1804,"O",12,NA,NA,0,0,0,NA,1
"1805",1805,"O",13,NA,NA,0,0,0,NA,1
"1806",1806,"O",14,NA,NA,0,0,0,NA,1
"1807",1807,"O",15,NA,NA,0,0,0,NA,1
"1808",1808,"O",16,NA,NA,0,0,0,NA,1
"1809",1809,"O",17,NA,NA,0,0,0,NA,1
"1810",1810,"O",18,NA,NA,0,0,0,NA,1
"1811",1811,"O",19,NA,NA,0,0,0,NA,1
"1812",1812,"O",20,NA,NA,0,0,0,NA,1
"1813",1813,"O",21,NA,NA,0,0,0,NA,1
"1814",1814,"O",22,NA,NA,0,0,0,NA,1
"1815",1815,"O",23,NA,NA,0,0,0,NA,1
"1816",1816,"O",24,NA,NA,0,0,0,NA,1
"1817",1817,"O",25,NA,NA,0,0,0,NA,1
"1818",1818,"O",26,NA,NA,0,0,0,NA,1
"1819",1819,"O",27,NA,NA,0,0,0,NA,1
"1820",1820,"O",28,NA,NA,0,0,0,NA,1
"1821",1821,"O",29,NA,NA,0,0,0,NA,1
"1822",1822,"O",30,NA,NA,0,0,0,NA,1
"1823",1823,"O",31,NA,NA,0,0,0,NA,1
"1824",1824,"O",32,NA,NA,0,0,0,NA,1
"1825",1825,"O",33,NA,NA,0,0,0,NA,1
"1826",1826,"O",34,NA,NA,0,0,0,NA,1
"1827",1827,"O",35,NA,NA,0,0,0,NA,1
"1828",1828,"O",36,NA,NA,0,0,0,NA,1
"1829",1829,"O",37,NA,NA,0,0,0,NA,1
"1830",1830,"O",38,NA,NA,0,0,0,NA,1
"1831",1831,"O",39,NA,NA,0,0,0,NA,1
"1832",1832,"O",40,NA,NA,0,0,0,NA,1
"1833",1833,"O",41,NA,NA,0,0,0,NA,1
"1834",1834,"O",42,NA,NA,0,0,0,NA,1
"1835",1835,"O",43,NA,NA,0,0,0,NA,1
"1836",1836,"O",44,NA,NA,0,0,0,NA,1
"1837",1837,"O",45,NA,NA,0,0,0,NA,1
"1838",1838,"O",46,NA,NA,0,0,0,NA,1
"1839",1839,"O",47,NA,NA,0,0,0,NA,1
"1840",1840,"O",48,NA,NA,0,0,0,NA,1
"1841",1841,"O",49,NA,NA,0,0,0,NA,1
"1842",1842,"O",50,NA,NA,0,0,0,NA,1
"1843",1843,"O",51,NA,NA,0,0,0,NA,1
"1844",1844,"O",52,NA,NA,0,0,0,NA,1
"1845",1845,"O",53,NA,NA,0,0,0,NA,1
"1846",1846,"O",54,NA,NA,0,0,0,NA,1
"1847",1847,"O",55,NA,NA,0,0,0,NA,1
"1848",1848,"O",56,NA,NA,0,0,0,NA,1
"1849",1849,"O",57,NA,NA,0,0,0,NA,1
"1850",1850,"O",58,NA,NA,0,0,0,NA,1
"1851",1851,"O",59,NA,NA,0,0,0,NA,1
"1852",1852,"O",60,NA,NA,0,0,0,NA,1
"1853",1853,"O",61,NA,NA,0,0,0,NA,1
"1854",1854,"O",62,NA,NA,0,0,0,NA,1
"1855",1855,"O",63,NA,NA,0,0,0,NA,1
"1856",1856,"O",64,NA,NA,0,0,0,NA,1
"1857",1857,"O",65,NA,NA,0,0,0,NA,1
"1858",1858,"O",66,NA,NA,0,0,0,NA,1
"1859",1859,"O",67,NA,NA,0,0,0,NA,1
"1860",1860,"O",68,NA,NA,0,0,0,NA,1
"1861",1861,"O",69,NA,NA,0,0,0,NA,1
"1862",1862,"O",70,NA,NA,0,0,0,NA,1
"1863",1863,"O",71,NA,NA,0,0,0,NA,1
"1864",1864,"O",72,NA,NA,0,0,0,NA,1
"1865",1865,"O",73,NA,NA,0,0,0,NA,1
"1866",1866,"O",74,NA,NA,0,0,0,NA,1
"1867",1867,"O",75,NA,NA,0,0,0,NA,1
"1868",1868,"O",76,NA,NA,0,0,0,NA,1
"1869",1869,"O",77,NA,NA,0,0,0,NA,1
"1870",1870,"O",78,NA,NA,0,0,0,NA,1
"1871",1871,"O",79,NA,NA,0,0,0,NA,1
"1872",1872,"O",80,NA,NA,0,0,0,NA,1
"1873",1873,"O",81,NA,NA,0,0,0,NA,1
"1874",1874,"O",82,NA,NA,0,0,0,NA,1
"1875",1875,"O",83,NA,NA,0,0,0,NA,1
"1876",1876,"O",84,NA,NA,0,0,0,NA,1
"1877",1877,"O",85,NA,NA,0,0,0,NA,1
"1878",1878,"O",86,NA,NA,0,0,0,NA,1
"1879",1879,"O",87,NA,NA,0,0,0,NA,1
"1880",1880,"O",88,NA,NA,0,0,0,NA,1
"1881",1881,"O",89,NA,NA,0,0,0,NA,1
"1882",1882,"O",90,NA,NA,0,0,0,NA,1
"1883",1883,"O",91,NA,NA,0,0,0,NA,1
"1884",1884,"O",92,NA,NA,0,0,0,NA,1
"1885",1885,"O",93,NA,NA,0,0,0,NA,1
"1886",1886,"O",94,NA,NA,0,0,0,NA,1
"1887",1887,"O",95,NA,NA,0,0,0,NA,1
"1888",1888,"O",96,NA,NA,0,0,0,NA,1
"1889",1889,"O",97,NA,NA,0,0,0,NA,1
"1890",1890,"O",98,NA,NA,0,0,0,NA,1
"1891",1891,"O",99,NA,NA,0,0,0,NA,1
"1892",1892,"O",100,NA,NA,0,0,0,NA,1
"1893",1893,"O",101,NA,NA,0,0,0,NA,1
"1894",1894,"O",102,NA,NA,0,0,0,NA,1
"1895",1895,"O",103,NA,NA,0,0,0,NA,1
"1896",1896,"O",104,NA,NA,0,0,0,NA,1
"1897",1897,"O",105,NA,NA,0,0,0,NA,1
"1898",1898,"O",106,NA,NA,0,0,0,NA,1
"1899",1899,"O",107,NA,NA,0,0,0,NA,1
"1900",1900,"O",108,NA,NA,0,0,0,NA,1
"1901",1901,"O",109,NA,NA,0,0,0,NA,1
"1902",1902,"O",110,NA,NA,0,0,0,NA,1
"1903",1903,"O",111,NA,NA,0,0,0,NA,1
"1904",1904,"O",112,NA,NA,0,0,0,NA,1
"1905",1905,"O",113,NA,NA,0,0,0,NA,1
"1906",1906,"O",114,NA,NA,0,0,0,NA,1
"1907",1907,"O",115,NA,NA,0,0,0,NA,1
"1908",1908,"O",116,NA,NA,0,0,0,NA,1
"1909",1909,"O",117,NA,NA,0,0,0,NA,1
"1910",1910,"O",118,NA,NA,0,0,0,NA,1
"1911",1911,"O",119,NA,NA,0,0,0,NA,1
"1912",1912,"O",120,NA,NA,0,0,0,NA,1
"1913",1913,"O",121,NA,NA,0,0,0,NA,1
"1914",1914,"O",122,NA,NA,0,0,0,NA,1
"1915",1915,"O",123,NA,NA,0,0,0,NA,1
"1916",1916,"O",124,NA,NA,0,0,0,NA,1
"1917",1917,"O",125,NA,NA,0,0,0,NA,1
"1918",1918,"O",126,NA,NA,0,0,0,NA,1
"1919",1919,"O",127,NA,NA,0,0,0,NA,1
"1920",1920,"O",128,NA,NA,0,0,0,NA,1
"1921",1921,"P",1,NA,NA,0,0,0,NA,1
"1922",1922,"P",2,NA,NA,0,0,0,NA,1
"1923",1923,"P",3,NA,NA,0,0,0,NA,1
"1924",1924,"P",4,NA,NA,0,0,0,NA,1
"1925",1925,"P",5,NA,NA,0,0,0,NA,1
"1926",1926,"P",6,NA,NA,0,0,0,NA,1
"1927",1927,"P",7,NA,NA,0,0,0,NA,1
"1928",1928,"P",8,NA,NA,0,0,0,NA,1
"1929",1929,"P",9,NA,NA,0,0,0,NA,1
"1930",1930,"P",10,NA,NA,0,0,0,NA,1
"1931",1931,"P",11,NA,NA,0,0,0,NA,1
"1932",1932,"P",12,NA,NA,0,0,0,NA,1
"1933",1933,"P",13,NA,NA,0,0,0,NA,1
"1934",1934,"P",14,NA,NA,0,0,0,NA,1
"1935",1935,"P",15,NA,NA,0,0,0,NA,1
"1936",1936,"P",16,NA,NA,0,0,0,NA,1
"1937",1937,"P",17,NA,NA,0,0,0,NA,1
"1938",1938,"P",18,NA,NA,0,0,0,NA,1
"1939",1939,"P",19,NA,NA,0,0,0,NA,1
"1940",1940,"P",20,NA,NA,0,0,0,NA,1
"1941",1941,"P",21,NA,NA,0,0,0,NA,1
"1942",1942,"P",22,NA,NA,0,0,0,NA,1
"1943",1943,"P",23,NA,NA,0,0,0,NA,1
"1944",1944,"P",24,NA,NA,0,0,0,NA,1
"1945",1945,"P",25,NA,NA,0,0,0,NA,1
"1946",1946,"P",26,NA,NA,0,0,0,NA,1
"1947",1947,"P",27,NA,NA,0,0,0,NA,1
"1948",1948,"P",28,NA,NA,0,0,0,NA,1
"1949",1949,"P",29,NA,NA,0,0,0,NA,1
"1950",1950,"P",30,NA,NA,0,0,0,NA,1
"1951",1951,"P",31,NA,NA,0,0,0,NA,1
"1952",1952,"P",32,NA,NA,0,0,0,NA,1
"1953",1953,"P",33,NA,NA,0,0,0,NA,1
"1954",1954,"P",34,NA,NA,0,0,0,NA,1
"1955",1955,"P",35,NA,NA,0,0,0,NA,1
"1956",1956,"P",36,NA,NA,0,0,0,NA,1
"1957",1957,"P",37,NA,NA,0,0,0,NA,1
"1958",1958,"P",38,NA,NA,0,0,0,NA,1
"1959",1959,"P",39,NA,NA,0,0,0,NA,1
"1960",1960,"P",40,NA,NA,0,0,0,NA,1
"1961",1961,"P",41,NA,NA,0,0,0,NA,1
"1962",1962,"P",42,NA,NA,0,0,0,NA,1
"1963",1963,"P",43,NA,NA,0,0,0,NA,1
"1964",1964,"P",44,NA,NA,0,0,0,NA,1
"1965",1965,"P",45,NA,NA,0,0,0,NA,1
"1966",1966,"P",46,NA,NA,0,0,0,NA,1
"1967",1967,"P",47,NA,NA,0,0,0,NA,1
"1968",1968,"P",48,NA,NA,0,0,0,NA,1
"1969",1969,"P",49,NA,NA,0,0,0,NA,1
"1970",1970,"P",50,NA,NA,0,0,0,NA,1
"1971",1971,"P",51,NA,NA,0,0,0,NA,1
"1972",1972,"P",52,NA,NA,0,0,0,NA,1
"1973",1973,"P",53,NA,NA,0,0,0,NA,1
"1974",1974,"P",54,NA,NA,0,0,0,NA,1
"1975",1975,"P",55,NA,NA,0,0,0,NA,1
"1976",1976,"P",56,NA,NA,0,0,0,NA,1
"1977",1977,"P",57,NA,NA,0,0,0,NA,1
"1978",1978,"P",58,NA,NA,0,0,0,NA,1
"1979",1979,"P",59,NA,NA,0,0,0,NA,1
"1980",1980,"P",60,NA,NA,0,0,0,NA,1
"1981",1981,"P",61,NA,NA,0,0,0,NA,1
"1982",1982,"P",62,NA,NA,0,0,0,NA,1
"1983",1983,"P",63,NA,NA,0,0,0,NA,1
"1984",1984,"P",64,NA,NA,0,0,0,NA,1
"1985",1985,"P",65,NA,NA,0,0,0,NA,1
"1986",1986,"P",66,NA,NA,0,0,0,NA,1
"1987",1987,"P",67,NA,NA,0,0,0,NA,1
"1988",1988,"P",68,NA,NA,0,0,0,NA,1
"1989",1989,"P",69,NA,NA,0,0,0,NA,1
"1990",1990,"P",70,NA,NA,0,0,0,NA,1
"1991",1991,"P",71,NA,NA,0,0,0,NA,1
"1992",1992,"P",72,NA,NA,0,0,0,NA,1
"1993",1993,"P",73,NA,NA,0,0,0,NA,1
"1994",1994,"P",74,NA,NA,0,0,0,NA,1
"1995",1995,"P",75,NA,NA,0,0,0,NA,1
"1996",1996,"P",76,NA,NA,0,0,0,NA,1
"1997",1997,"P",77,NA,NA,0,0,0,NA,1
"1998",1998,"P",78,NA,NA,0,0,0,NA,1
"1999",1999,"P",79,NA,NA,0,0,0,NA,1
"2000",2000,"P",80,NA,NA,0,0,0,NA,1
"2001",2001,"P",81,NA,NA,0,0,0,NA,1
"2002",2002,"P",82,NA,NA,0,0,0,NA,1
"2003",2003,"P",83,NA,NA,0,0,0,NA,1
"2004",2004,"P",84,NA,NA,0,0,0,NA,1
"2005",2005,"P",85,NA,NA,0,0,0,NA,1
"2006",2006,"P",86,NA,NA,0,0,0,NA,1
"2007",2007,"P",87,NA,NA,0,0,0,NA,1
"2008",2008,"P",88,NA,NA,0,0,0,NA,1
"2009",2009,"P",89,NA,NA,0,0,0,NA,1
"2010",2010,"P",90,NA,NA,0,0,0,NA,1
"2011",2011,"P",91,NA,NA,0,0,0,NA,1
"2012",2012,"P",92,NA,NA,0,0,0,NA,1
"2013",2013,"P",93,NA,NA,0,0,0,NA,1
"2014",2014,"P",94,NA,NA,0,0,0,NA,1
"2015",2015,"P",95,NA,NA,0,0,0,NA,1
"2016",2016,"P",96,NA,NA,0,0,0,NA,1
"2017",2017,"P",97,NA,NA,0,0,0,NA,1
"2018",2018,"P",98,NA,NA,0,0,0,NA,1
"2019",2019,"P",99,NA,NA,0,0,0,NA,1
"2020",2020,"P",100,NA,NA,0,0,0,NA,1
"2021",2021,"P",101,NA,NA,0,0,0,NA,1
"2022",2022,"P",102,NA,NA,0,0,0,NA,1
"2023",2023,"P",103,NA,NA,0,0,0,NA,1
"2024",2024,"P",104,NA,NA,0,0,0,NA,1
"2025",2025,"P",105,NA,NA,0,0,0,NA,1
"2026",2026,"P",106,NA,NA,0,0,0,NA,1
"2027",2027,"P",107,NA,NA,0,0,0,NA,1
"2028",2028,"P",108,NA,NA,0,0,0,NA,1
"2029",2029,"P",109,NA,NA,0,0,0,NA,1
"2030",2030,"P",110,NA,NA,0,0,0,NA,1
"2031",2031,"P",111,NA,NA,0,0,0,NA,1
"2032",2032,"P",112,NA,NA,0,0,0,NA,1
"2033",2033,"P",113,NA,NA,0,0,0,NA,1
"2034",2034,"P",114,NA,NA,0,0,0,NA,1
"2035",2035,"P",115,NA,NA,0,0,0,NA,1
"2036",2036,"P",116,NA,NA,0,0,0,NA,1
"2037",2037,"P",117,NA,NA,0,0,0,NA,1
"2038",2038,"P",118,NA,NA,0,0,0,NA,1
"2039",2039,"P",119,NA,NA,0,0,0,NA,1
"2040",2040,"P",120,NA,NA,0,0,0,NA,1
"2041",2041,"P",121,NA,NA,0,0,0,NA,1
"2042",2042,"P",122,NA,NA,0,0,0,NA,1
"2043",2043,"P",123,NA,NA,0,0,0,NA,1
"2044",2044,"P",124,NA,NA,0,0,0,NA,1
"2045",2045,"P",125,NA,NA,0,0,0,NA,1
"2046",2046,"P",126,NA,NA,0,0,0,NA,1
"2047",2047,"P",127,NA,NA,0,0,0,NA,1
"2048",2048,"P",128,NA,NA,0,0,0,NA,1
"2049",2049,"Q",1,NA,NA,0,0,0,NA,1
"2050",2050,"Q",2,NA,NA,0,0,0,NA,1
"2051",2051,"Q",3,NA,NA,0,0,0,NA,1
"2052",2052,"Q",4,NA,NA,0,0,0,NA,1
"2053",2053,"Q",5,NA,NA,0,0,0,NA,1
"2054",2054,"Q",6,NA,NA,0,0,0,NA,1
"2055",2055,"Q",7,NA,NA,0,0,0,NA,1
"2056",2056,"Q",8,NA,NA,0,0,0,NA,1
"2057",2057,"Q",9,NA,NA,0,0,0,NA,1
"2058",2058,"Q",10,NA,NA,0,0,0,NA,1
"2059",2059,"Q",11,NA,NA,0,0,0,NA,1
"2060",2060,"Q",12,NA,NA,0,0,0,NA,1
"2061",2061,"Q",13,NA,NA,0,0,0,NA,1
"2062",2062,"Q",14,NA,NA,0,0,0,NA,1
"2063",2063,"Q",15,NA,NA,0,0,0,NA,1
"2064",2064,"Q",16,NA,NA,0,0,0,NA,1
"2065",2065,"Q",17,NA,NA,0,0,0,NA,1
"2066",2066,"Q",18,NA,NA,0,0,0,NA,1
"2067",2067,"Q",19,NA,NA,0,0,0,NA,1
"2068",2068,"Q",20,NA,NA,0,0,0,NA,1
"2069",2069,"Q",21,NA,NA,0,0,0,NA,1
"2070",2070,"Q",22,NA,NA,0,0,0,NA,1
"2071",2071,"Q",23,NA,NA,0,0,0,NA,1
"2072",2072,"Q",24,NA,NA,0,0,0,NA,1
"2073",2073,"Q",25,NA,NA,0,0,0,NA,1
"2074",2074,"Q",26,NA,NA,0,0,0,NA,1
"2075",2075,"Q",27,NA,NA,0,0,0,NA,1
"2076",2076,"Q",28,NA,NA,0,0,0,NA,1
"2077",2077,"Q",29,NA,NA,0,0,0,NA,1
"2078",2078,"Q",30,NA,NA,0,0,0,NA,1
"2079",2079,"Q",31,NA,NA,0,0,0,NA,1
"2080",2080,"Q",32,NA,NA,0,0,0,NA,1
"2081",2081,"Q",33,NA,NA,0,0,0,NA,1
"2082",2082,"Q",34,NA,NA,0,0,0,NA,1
"2083",2083,"Q",35,NA,NA,0,0,0,NA,1
"2084",2084,"Q",36,NA,NA,0,0,0,NA,1
"2085",2085,"Q",37,NA,NA,0,0,0,NA,1
"2086",2086,"Q",38,NA,NA,0,0,0,NA,1
"2087",2087,"Q",39,NA,NA,0,0,0,NA,1
"2088",2088,"Q",40,NA,NA,0,0,0,NA,1
"2089",2089,"Q",41,NA,NA,0,0,0,NA,1
"2090",2090,"Q",42,NA,NA,0,0,0,NA,1
"2091",2091,"Q",43,NA,NA,0,0,0,NA,1
"2092",2092,"Q",44,NA,NA,0,0,0,NA,1
"2093",2093,"Q",45,NA,NA,0,0,0,NA,1
"2094",2094,"Q",46,NA,NA,0,0,0,NA,1
"2095",2095,"Q",47,NA,NA,0,0,0,NA,1
"2096",2096,"Q",48,NA,NA,0,0,0,NA,1
"2097",2097,"Q",49,NA,NA,0,0,0,NA,1
"2098",2098,"Q",50,NA,NA,0,0,0,NA,1
"2099",2099,"Q",51,NA,NA,0,0,0,NA,1
"2100",2100,"Q",52,NA,NA,0,0,0,NA,1
